Sequencing depth,Fraction of target bases(%),Number of target bases
3231,0.020686,322
3232,0.017860,278
3233,0.020172,314
3234,0.017988,280
3235,0.020686,322
3236,0.020622,321
3237,0.019466,303
3238,0.021393,333
3239,0.019916,310
3240,0.016125,251
3241,0.018438,287
3242,0.020044,312
3243,0.022100,344
3244,0.016511,257
3245,0.020815,324
3246,0.022036,343
3247,0.019145,298
3248,0.018631,290
3249,0.019851,309
3250,0.017731,276
3251,0.021136,329
3252,0.018438,287
3253,0.019980,311
3254,0.019466,303
3255,0.022164,345
3256,0.020686,322
3257,0.017924,279
3258,0.019466,303
3259,0.018888,294
3260,0.019209,299
3261,0.019402,302
3262,0.016832,262
3263,0.017860,278
3264,0.019080,297
3265,0.019530,304
3266,0.017410,271
3267,0.016061,250
3268,0.018117,282
3269,0.017410,271
3270,0.016703,260
3271,0.015354,239
3272,0.019659,306
3273,0.015932,248
3274,0.015932,248
3275,0.017539,273
3276,0.017153,267
3277,0.018695,291
3278,0.018566,289
3279,0.016960,264
3280,0.018181,283
3281,0.017539,273
3282,0.018502,288
3283,0.017795,277
3284,0.015932,248
3285,0.017731,276
3286,0.017539,273
3287,0.016061,250
3288,0.020044,312
3289,0.016254,253
3290,0.016254,253
3291,0.016125,251
3292,0.015997,249
3293,0.017474,272
3294,0.016511,257
3295,0.016446,256
3296,0.015868,247
3297,0.015418,240
3298,0.015547,242
3299,0.017153,267
3300,0.015675,244
3301,0.017089,266
3302,0.016832,262
3303,0.016639,259
3304,0.015804,246
3305,0.015547,242
3306,0.013555,211
3307,0.016318,254
3308,0.016575,258
3309,0.015483,241
3310,0.014905,232
3311,0.015033,234
3312,0.014391,224
3313,0.014069,219
3314,0.013812,215
3315,0.016832,262
3316,0.016382,255
3317,0.015226,237
3318,0.015675,244
3319,0.014069,219
3320,0.014134,220
3321,0.014776,230
3322,0.014005,218
3323,0.014005,218
3324,0.014198,221
3325,0.015161,236
3326,0.014648,228
3327,0.012142,189
3328,0.015483,241
3329,0.014391,224
3330,0.013812,215
3331,0.012592,196
3332,0.013812,215
3333,0.015354,239
3334,0.013812,215
3335,0.012592,196
3336,0.015997,249
3337,0.014262,222
3338,0.013684,213
3339,0.013877,216
3340,0.014583,227
3341,0.014519,226
3342,0.013041,203
3343,0.012720,198
3344,0.014583,227
3345,0.012849,200
3346,0.012206,190
3347,0.012720,198
3348,0.012849,200
3349,0.013812,215
3350,0.012528,195
3351,0.012335,192
3352,0.012849,200
3353,0.012656,197
3354,0.012078,188
3355,0.012849,200
3356,0.012463,194
3357,0.011949,186
3358,0.011435,178
3359,0.010600,165
3360,0.010600,165
3361,0.011114,173
3362,0.011757,183
3363,0.012014,187
3364,0.011564,180
3365,0.012206,190
3366,0.012206,190
3367,0.012335,192
3368,0.011564,180
3369,0.011821,184
3370,0.011050,172
3371,0.011821,184
3372,0.010600,165
3373,0.011628,181
3374,0.011435,178
3375,0.011500,179
3376,0.010729,167
3377,0.010150,158
3378,0.012206,190
3379,0.011692,182
3380,0.009765,152
3381,0.010536,164
3382,0.010279,160
3383,0.012142,189
3384,0.010407,162
3385,0.011178,174
3386,0.011371,177
3387,0.010793,168
3388,0.011178,174
3389,0.011885,185
3390,0.011885,185
3391,0.010407,162
3392,0.010664,166
3393,0.011885,185
3394,0.011307,176
3395,0.010215,159
3396,0.011628,181
3397,0.010793,168
3398,0.010022,156
3399,0.009701,151
3400,0.011050,172
3401,0.009829,153
3402,0.010600,165
3403,0.010536,164
3404,0.009444,147
3405,0.010921,170
3406,0.009637,150
3407,0.009315,145
3408,0.010279,160
3409,0.008866,138
3410,0.009958,155
3411,0.010343,161
3412,0.007838,122
3413,0.009508,148
3414,0.007966,124
3415,0.008930,139
3416,0.010279,160
3417,0.008994,140
3418,0.009765,152
3419,0.008673,135
3420,0.008480,132
3421,0.008866,138
3422,0.009958,155
3423,0.008866,138
3424,0.008480,132
3425,0.010086,157
3426,0.009251,144
3427,0.008223,128
3428,0.008866,138
3429,0.009058,141
3430,0.008673,135
3431,0.009958,155
3432,0.008801,137
3433,0.009315,145
3434,0.009765,152
3435,0.009123,142
3436,0.009637,150
3437,0.008480,132
3438,0.008352,130
3439,0.009380,146
3440,0.009637,150
3441,0.009444,147
3442,0.008866,138
3443,0.007966,124
3444,0.008673,135
3445,0.008994,140
3446,0.008480,132
3447,0.008544,133
3448,0.008352,130
3449,0.008223,128
3450,0.008673,135
3451,0.008544,133
3452,0.008287,129
3453,0.007324,114
3454,0.008352,130
3455,0.007838,122
3456,0.008416,131
3457,0.007902,123
3458,0.007324,114
3459,0.008287,129
3460,0.007966,124
3461,0.008223,128
3462,0.009701,151
3463,0.010086,157
3464,0.008866,138
3465,0.008030,125
3466,0.007067,110
3467,0.008416,131
3468,0.008994,140
3469,0.007838,122
3470,0.008287,129
3471,0.007581,118
3472,0.007709,120
3473,0.005718,89
3474,0.008095,126
3475,0.007709,120
3476,0.007581,118
3477,0.008159,127
3478,0.007773,121
3479,0.007517,117
3480,0.007581,118
3481,0.006746,105
3482,0.006746,105
3483,0.007003,109
3484,0.007773,121
3485,0.006617,103
3486,0.006232,97
3487,0.007966,124
3488,0.007581,118
3489,0.006810,106
3490,0.006746,105
3491,0.007517,117
3492,0.007260,113
3493,0.007067,110
3494,0.007067,110
3495,0.005718,89
3496,0.006746,105
3497,0.007324,114
3498,0.006103,95
3499,0.005718,89
3500,0.007003,109
3501,0.007131,111
3502,0.006938,108
3503,0.006360,99
3504,0.007131,111
3505,0.008480,132
3506,0.007517,117
3507,0.005525,86
3508,0.005782,90
3509,0.006039,94
3510,0.006938,108
3511,0.006681,104
3512,0.006167,96
3513,0.006296,98
3514,0.006617,103
3515,0.005782,90
3516,0.005910,92
3517,0.006039,94
3518,0.005846,91
3519,0.005139,80
3520,0.005782,90
3521,0.006681,104
3522,0.006810,106
3523,0.005653,88
3524,0.004626,72
3525,0.006746,105
3526,0.005075,79
3527,0.006039,94
3528,0.006167,96
3529,0.006617,103
3530,0.006553,102
3531,0.004947,77
3532,0.005910,92
3533,0.005718,89
3534,0.005975,93
3535,0.005268,82
3536,0.004690,73
3537,0.005653,88
3538,0.005332,83
3539,0.005075,79
3540,0.006103,95
3541,0.005846,91
3542,0.005975,93
3543,0.006296,98
3544,0.005332,83
3545,0.005910,92
3546,0.005718,89
3547,0.004304,67
3548,0.006103,95
3549,0.005332,83
3550,0.004433,69
3551,0.005718,89
3552,0.004947,77
3553,0.005846,91
3554,0.005332,83
3555,0.006103,95
3556,0.005075,79
3557,0.004176,65
3558,0.004240,66
3559,0.004818,75
3560,0.005204,81
3561,0.004754,74
3562,0.004240,66
3563,0.005011,78
3564,0.004690,73
3565,0.004433,69
3566,0.004626,72
3567,0.003983,62
3568,0.004947,77
3569,0.004369,68
3570,0.005589,87
3571,0.003598,56
3572,0.004626,72
3573,0.004818,75
3574,0.003405,53
3575,0.003983,62
3576,0.004047,63
3577,0.004176,65
3578,0.004304,67
3579,0.004690,73
3580,0.004369,68
3581,0.004304,67
3582,0.003919,61
3583,0.003983,62
3584,0.004818,75
3585,0.005139,80
3586,0.005139,80
3587,0.004626,72
3588,0.004240,66
3589,0.004369,68
3590,0.004176,65
3591,0.004818,75
3592,0.003983,62
3593,0.004369,68
3594,0.003598,56
3595,0.004561,71
3596,0.004561,71
3597,0.004240,66
3598,0.003790,59
3599,0.004304,67
3600,0.003855,60
3601,0.003855,60
3602,0.004690,73
3603,0.003533,55
3604,0.003790,59
3605,0.003148,49
3606,0.003598,56
3607,0.004690,73
3608,0.003855,60
3609,0.004626,72
3610,0.004754,74
3611,0.003983,62
3612,0.004176,65
3613,0.004176,65
3614,0.003405,53
3615,0.003469,54
3616,0.003855,60
3617,0.003598,56
3618,0.003855,60
3619,0.003405,53
3620,0.004304,67
3621,0.003084,48
3622,0.003919,61
3623,0.003148,49
3624,0.003405,53
3625,0.004112,64
3626,0.003919,61
3627,0.004883,76
3628,0.003212,50
3629,0.003212,50
3630,0.004626,72
3631,0.003148,49
3632,0.003533,55
3633,0.003276,51
3634,0.003405,53
3635,0.004240,66
3636,0.003212,50
3637,0.002827,44
3638,0.003148,49
3639,0.003855,60
3640,0.004112,64
3641,0.003405,53
3642,0.002762,43
3643,0.002570,40
3644,0.002634,41
3645,0.002441,38
3646,0.002506,39
3647,0.003148,49
3648,0.002506,39
3649,0.002955,46
3650,0.002634,41
3651,0.002827,44
3652,0.002891,45
3653,0.003405,53
3654,0.002955,46
3655,0.003469,54
3656,0.003533,55
3657,0.002506,39
3658,0.003533,55
3659,0.003212,50
3660,0.002184,34
3661,0.002891,45
3662,0.002955,46
3663,0.002762,43
3664,0.003790,59
3665,0.003726,58
3666,0.003276,51
3667,0.003341,52
3668,0.003148,49
3669,0.002827,44
3670,0.003855,60
3671,0.003084,48
3672,0.003212,50
3673,0.002891,45
3674,0.003019,47
3675,0.003148,49
3676,0.003469,54
3677,0.001992,31
3678,0.002698,42
3679,0.002313,36
3680,0.002891,45
3681,0.002441,38
3682,0.003084,48
3683,0.001927,30
3684,0.002249,35
3685,0.002762,43
3686,0.002313,36
3687,0.002570,40
3688,0.002249,35
3689,0.002313,36
3690,0.002506,39
3691,0.002441,38
3692,0.002634,41
3693,0.002441,38
3694,0.002698,42
3695,0.002827,44
3696,0.002762,43
3697,0.002249,35
3698,0.002120,33
3699,0.002249,35
3700,0.001863,29
3701,0.001992,31
3702,0.001735,27
3703,0.002377,37
3704,0.002891,45
3705,0.002506,39
3706,0.002762,43
3707,0.002377,37
3708,0.002120,33
3709,0.002377,37
3710,0.002762,43
3711,0.002313,36
3712,0.002441,38
3713,0.002506,39
3714,0.002827,44
3715,0.002056,32
3716,0.002634,41
3717,0.002249,35
3718,0.001927,30
3719,0.002891,45
3720,0.002249,35
3721,0.001927,30
3722,0.003019,47
3723,0.001799,28
3724,0.001863,29
3725,0.001992,31
3726,0.002313,36
3727,0.002762,43
3728,0.001863,29
3729,0.002377,37
3730,0.001478,23
3731,0.001799,28
3732,0.002056,32
3733,0.002377,37
3734,0.002120,33
3735,0.001863,29
3736,0.001285,20
3737,0.001221,19
3738,0.002184,34
3739,0.002249,35
3740,0.002120,33
3741,0.001863,29
3742,0.001542,24
3743,0.001863,29
3744,0.001606,25
3745,0.002249,35
3746,0.001863,29
3747,0.001542,24
3748,0.001863,29
3749,0.002184,34
3750,0.001799,28
3751,0.001863,29
3752,0.001542,24
3753,0.001863,29
3754,0.001799,28
3755,0.001478,23
3756,0.001735,27
3757,0.002634,41
3758,0.001992,31
3759,0.000835,13
3760,0.002313,36
3761,0.001413,22
3762,0.001799,28
3763,0.001799,28
3764,0.001349,21
3765,0.001349,21
3766,0.001478,23
3767,0.001992,31
3768,0.001542,24
3769,0.001863,29
3770,0.001285,20
3771,0.001863,29
3772,0.001863,29
3773,0.001863,29
3774,0.001349,21
3775,0.001542,24
3776,0.001799,28
3777,0.001285,20
3778,0.001221,19
3779,0.001478,23
3780,0.001670,26
3781,0.001799,28
3782,0.001992,31
3783,0.001413,22
3784,0.001606,25
3785,0.001349,21
3786,0.001735,27
3787,0.001221,19
3788,0.002056,32
3789,0.001992,31
3790,0.001221,19
3791,0.001992,31
3792,0.001863,29
3793,0.001478,23
3794,0.001221,19
3795,0.001927,30
3796,0.001478,23
3797,0.002056,32
3798,0.001478,23
3799,0.000899,14
3800,0.001349,21
3801,0.001349,21
3802,0.001349,21
3803,0.001413,22
3804,0.001285,20
3805,0.001478,23
3806,0.001735,27
3807,0.001285,20
3808,0.001542,24
3809,0.001799,28
3810,0.001478,23
3811,0.001028,16
3812,0.001542,24
3813,0.001349,21
3814,0.001992,31
3815,0.001221,19
3816,0.001221,19
3817,0.001478,23
3818,0.001413,22
3819,0.001156,18
3820,0.001542,24
3821,0.000964,15
3822,0.001028,16
3823,0.001285,20
3824,0.001092,17
3825,0.001349,21
3826,0.001349,21
3827,0.001413,22
3828,0.000964,15
3829,0.001542,24
3830,0.001349,21
3831,0.001670,26
3832,0.001478,23
3833,0.001413,22
3834,0.001092,17
3835,0.001285,20
3836,0.001156,18
3837,0.001799,28
3838,0.001799,28
3839,0.000835,13
3840,0.001542,24
3841,0.001028,16
3842,0.000771,12
3843,0.001092,17
3844,0.001735,27
3845,0.001413,22
3846,0.001156,18
3847,0.001799,28
3848,0.001092,17
3849,0.001156,18
3850,0.001092,17
3851,0.000899,14
3852,0.001606,25
3853,0.001092,17
3854,0.001413,22
3855,0.001349,21
3856,0.000964,15
3857,0.000964,15
3858,0.000642,10
3859,0.001349,21
3860,0.001028,16
3861,0.001156,18
3862,0.001028,16
3863,0.001028,16
3864,0.001028,16
3865,0.000771,12
3866,0.001028,16
3867,0.000835,13
3868,0.000642,10
3869,0.000835,13
3870,0.001028,16
3871,0.000771,12
3872,0.000514,8
3873,0.001028,16
3874,0.000835,13
3875,0.000578,9
3876,0.001028,16
3877,0.001349,21
3878,0.000899,14
3879,0.001092,17
3880,0.000835,13
3881,0.001221,19
3882,0.001028,16
3883,0.000835,13
3884,0.000707,11
3885,0.001092,17
3886,0.000964,15
3887,0.000835,13
3888,0.001028,16
3889,0.001156,18
3890,0.000642,10
3891,0.001156,18
3892,0.000578,9
3893,0.000578,9
3894,0.000835,13
3895,0.000642,10
3896,0.000899,14
3897,0.001028,16
3898,0.000964,15
3899,0.000899,14
3900,0.000642,10
3901,0.000771,12
3902,0.000578,9
3903,0.000964,15
3904,0.001028,16
3905,0.000899,14
3906,0.000642,10
3907,0.000321,5
3908,0.000642,10
3909,0.000642,10
3910,0.000835,13
3911,0.000899,14
3912,0.000835,13
3913,0.000707,11
3914,0.000964,15
3915,0.000964,15
3916,0.001028,16
3917,0.000642,10
3918,0.000642,10
3919,0.000642,10
3920,0.000578,9
3921,0.001092,17
3922,0.000514,8
3923,0.000835,13
3924,0.000514,8
3925,0.000835,13
3926,0.000385,6
3927,0.000771,12
3928,0.000899,14
3929,0.000771,12
3930,0.000707,11
3931,0.000707,11
3932,0.001092,17
3933,0.000964,15
3934,0.000385,6
3935,0.000578,9
3936,0.000385,6
3937,0.000899,14
3938,0.000707,11
3939,0.000642,10
3940,0.000899,14
3941,0.000835,13
3942,0.000771,12
3943,0.000835,13
3944,0.000514,8
3945,0.000514,8
3946,0.000835,13
3947,0.000578,9
3948,0.000642,10
3949,0.000578,9
3950,0.000385,6
3951,0.000835,13
3952,0.000514,8
3953,0.000385,6
3954,0.000385,6
3955,0.000771,12
3956,0.000450,7
3957,0.000450,7
3958,0.000257,4
3959,0.001028,16
3960,0.000771,12
3961,0.000450,7
3962,0.001028,16
3963,0.000321,5
3964,0.000578,9
3965,0.000578,9
3966,0.000707,11
3967,0.000707,11
3968,0.000771,12
3969,0.000193,3
3970,0.000642,10
3971,0.000578,9
3972,0.000642,10
3973,0.000385,6
3974,0.000835,13
3975,0.000450,7
3976,0.000578,9
3977,0.000514,8
3978,0.000707,11
3979,0.000642,10
3980,0.000899,14
3981,0.000642,10
3982,0.000642,10
3983,0.000385,6
3984,0.000193,3
3985,0.000450,7
3986,0.000450,7
3987,0.000450,7
3988,0.000642,10
3989,0.000899,14
3990,0.000514,8
3991,0.000257,4
3992,0.000642,10
3993,0.000707,11
3994,0.000450,7
3995,0.000642,10
3996,0.000835,13
3997,0.000642,10
3998,0.000257,4
3999,0.000128,2
4000,0.000707,11
4001,0.000514,8
4002,0.000385,6
4003,0.000450,7
4004,0.000450,7
4005,0.000707,11
4006,0.000707,11
4007,0.000321,5
4008,0.000835,13
4009,0.000385,6
4010,0.000257,4
4011,0.000771,12
4012,0.000321,5
4013,0.000835,13
4014,0.000578,9
4015,0.000707,11
4016,0.000771,12
4017,0.000514,8
4018,0.000578,9
4019,0.000707,11
4020,0.000385,6
4021,0.000514,8
4022,0.000642,10
4023,0.000578,9
4024,0.000450,7
4025,0.000578,9
4026,0.000578,9
4027,0.000514,8
4028,0.000450,7
4029,0.000450,7
4030,0.000707,11
4031,0.000578,9
4032,0.000514,8
4033,0.000514,8
4034,0.000450,7
4035,0.000450,7
4036,0.000450,7
4037,0.000514,8
4038,0.000128,2
4039,0.000385,6
4040,0.000642,10
4041,0.000514,8
4042,0.000193,3
4043,0.000321,5
4044,0.000321,5
4045,0.000450,7
4046,0.000385,6
4047,0.000707,11
4048,0.000385,6
4049,0.000321,5
4050,0.000321,5
4051,0.000193,3
4052,0.000385,6
4053,0.000321,5
4054,0.000321,5
4055,0.000257,4
4056,0.000257,4
4057,0.000257,4
4058,0.000193,3
4059,0.000450,7
4060,0.000385,6
4061,0.000514,8
4062,0.000642,10
4063,0.000385,6
4064,0.000578,9
4065,0.000257,4
4066,0.000257,4
4067,0.000642,10
4068,0.000193,3
4069,0.000385,6
4070,0.000257,4
4071,0.000385,6
4072,0.000128,2
4073,0.000450,7
4074,0.000321,5
4075,0.000257,4
4076,0.000064,1
4077,0.000450,7
4078,0.000321,5
4079,0.000450,7
4080,0.000321,5
4081,0.000257,4
4082,0.000321,5
4083,0.000257,4
4084,0.000193,3
4085,0.000193,3
4086,0.000321,5
4087,0.000321,5
4088,0.000385,6
4089,0.000450,7
4090,0.000450,7
4091,0.000128,2
4092,0.000385,6
4093,0.000321,5
4094,0.000064,1
4095,0.000450,7
4096,0.000193,3
4097,0.000321,5
4098,0.000128,2
4099,0.000450,7
4100,0.000642,10
4101,0.000321,5
4102,0.000193,3
4103,0.000257,4
4104,0.000514,8
4105,0.000064,1
4106,0.000321,5
4107,0.000193,3
4108,0.000064,1
4109,0.000193,3
4110,0.000193,3
4111,0.000064,1
4112,0.000193,3
4113,0.000193,3
4114,0.000064,1
4115,0.000385,6
4116,0.000450,7
4117,0.000128,2
4118,0.000257,4
4119,0.000321,5
4120,0.000257,4
4121,0.000321,5
4122,0.000257,4
4123,0.000321,5
4124,0.000321,5
4125,0.000514,8
4126,0.000385,6
4128,0.000128,2
4129,0.000064,1
4130,0.000064,1
4131,0.000128,2
4132,0.000128,2
4133,0.000128,2
4134,0.000321,5
4135,0.000128,2
4136,0.000128,2
4137,0.000128,2
4138,0.000128,2
4139,0.000064,1
4140,0.000064,1
4141,0.000257,4
4142,0.000128,2
4143,0.000128,2
4144,0.000128,2
4145,0.000128,2
4146,0.000385,6
4147,0.000257,4
4148,0.000128,2
4149,0.000128,2
4150,0.000064,1
4151,0.000064,1
4152,0.000128,2
4153,0.000257,4
4154,0.000321,5
4155,0.000257,4
4156,0.000128,2
4157,0.000064,1
4158,0.000128,2
4159,0.000128,2
4160,0.000064,1
4161,0.000321,5
4162,0.000064,1
4163,0.000128,2
4164,0.000128,2
4166,0.000193,3
4167,0.000450,7
4168,0.000257,4
4169,0.000128,2
4170,0.000257,4
4171,0.000193,3
4172,0.000193,3
4173,0.000193,3
4174,0.000064,1
4175,0.000128,2
4176,0.000128,2
4177,0.000128,2
4178,0.000193,3
4179,0.000193,3
4180,0.000257,4
4181,0.000193,3
4182,0.000385,6
4183,0.000064,1
4184,0.000128,2
4185,0.000578,9
4186,0.000064,1
4187,0.000257,4
4189,0.000257,4
4190,0.000321,5
4191,0.000193,3
4192,0.000128,2
4193,0.000064,1
4194,0.000128,2
4195,0.000128,2
4196,0.000193,3
4197,0.000257,4
4198,0.000257,4
4199,0.000257,4
4200,0.000128,2
4201,0.000321,5
4202,0.000128,2
4205,0.000193,3
4206,0.000257,4
4207,0.000128,2
4208,0.000321,5
4209,0.000064,1
4210,0.000385,6
4211,0.000257,4
4213,0.000257,4
4214,0.000385,6
4215,0.000385,6
4217,0.000128,2
4218,0.000450,7
4219,0.000064,1
4220,0.000064,1
4221,0.000193,3
4222,0.000193,3
4223,0.000128,2
4224,0.000193,3
4225,0.000321,5
4226,0.000385,6
4227,0.000321,5
4228,0.000193,3
4229,0.000064,1
4230,0.000193,3
4231,0.000128,2
4232,0.000385,6
4233,0.000128,2
4234,0.000257,4
4235,0.000064,1
4236,0.000321,5
4237,0.000128,2
4238,0.000257,4
4239,0.000321,5
4240,0.000321,5
4241,0.000064,1
4242,0.000193,3
4243,0.000064,1
4244,0.000128,2
4245,0.000128,2
4246,0.000064,1
4247,0.000064,1
4248,0.000128,2
4249,0.000321,5
4250,0.000193,3
4251,0.000128,2
4252,0.000257,4
4253,0.000193,3
4254,0.000064,1
4255,0.000128,2
4256,0.000064,1
4257,0.000064,1
4258,0.000064,1
4259,0.000128,2
4260,0.000193,3
4261,0.000385,6
4262,0.000193,3
4263,0.000321,5
4264,0.000064,1
4265,0.000064,1
4266,0.000257,4
4267,0.000193,3
4269,0.000064,1
4270,0.000128,2
4271,0.000193,3
4272,0.000321,5
4273,0.000064,1
4274,0.000064,1
4275,0.000128,2
4277,0.000257,4
4278,0.000193,3
4279,0.000064,1
4280,0.000128,2
4281,0.000064,1
4282,0.000385,6
4283,0.000128,2
4284,0.000128,2
4285,0.000064,1
4286,0.000064,1
4287,0.000064,1
4288,0.000128,2
4290,0.000064,1
4292,0.000064,1
4293,0.000257,4
4294,0.000257,4
4295,0.000128,2
4296,0.000193,3
4297,0.000128,2
4298,0.000128,2
4299,0.000257,4
4300,0.000257,4
4301,0.000257,4
4302,0.000193,3
4303,0.000064,1
4304,0.000064,1
4305,0.000064,1
4306,0.000064,1
4307,0.000257,4
4308,0.000064,1
4309,0.000321,5
4310,0.000128,2
4311,0.000193,3
4313,0.000064,1
4314,0.000064,1
4315,0.000257,4
4316,0.000064,1
4317,0.000128,2
4318,0.000193,3
4319,0.000321,5
4320,0.000193,3
4321,0.000128,2
4322,0.000707,11
4323,0.000064,1
4324,0.000257,4
4325,0.000257,4
4326,0.000450,7
4327,0.000128,2
4328,0.000128,2
4329,0.000128,2
4330,0.000064,1
4331,0.000064,1
4332,0.000321,5
4333,0.000064,1
4334,0.000128,2
4335,0.000193,3
4336,0.000128,2
4337,0.000193,3
4338,0.000193,3
4339,0.000193,3
4340,0.000257,4
4341,0.161830,2519
